user_id,game_name,lifetime_days,payment_month,first_payment_month,mrr,new_paid_users,new_mrr,churned_users,churned_revenue,expansion_revenue,contraction_revenue,language,old_device,age
72brUr/DKItStlTen5pHYg==,game 3,226,2022-07-01,2022-03-01,37.11,0,,,,,-49.80,uk,false,24
72brUr/DKItStlTen5pHYg==,game 3,226,2022-08-01,2022-03-01,30.63,0,,,,,-6.48,uk,false,24
72brUr/DKItStlTen5pHYg==,game 3,226,2022-09-01,2022-03-01,18.3,0,,,,,-12.33,uk,false,24
72brUr/DKItStlTen5pHYg==,game 3,226,2022-10-01,2022-03-01,31.98,0,,,,13.68,,uk,false,24
72brUr/DKItStlTen5pHYg==,game 3,226,2022-11-01,2022-03-01,13.56,0,,1,13.56,,-18.42,uk,false,24
75lEf3nSWLSf6GncqhR9gQ==,game 3,177,2022-03-01,2022-03-01,14.1,1,14.1,,,,,ru,false,22
75lEf3nSWLSf6GncqhR9gQ==,game 3,177,2022-04-01,2022-03-01,65.97,0,,,,51.87,,ru,false,22
75lEf3nSWLSf6GncqhR9gQ==,game 3,177,2022-05-01,2022-03-01,58.26,0,,,,,-7.71,ru,false,22
75lEf3nSWLSf6GncqhR9gQ==,game 3,177,2022-06-01,2022-03-01,86.85,0,,,,28.59,,ru,false,22
75lEf3nSWLSf6GncqhR9gQ==,game 3,177,2022-07-01,2022-03-01,49.23,0,,1,49.23,,-37.62,ru,false,22
75lEf3nSWLSf6GncqhR9gQ==,game 3,177,2022-09-01,2022-03-01,13.8,0,,1,13.8,,,ru,false,22
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-03-01,2022-03-01,48.45,1,48.45,,,,,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-04-01,2022-03-01,53.49,0,,,,5.04,,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-05-01,2022-03-01,36.75,0,,,,,-16.74,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-06-01,2022-03-01,97.95,0,,,,61.20,,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-07-01,2022-03-01,21.48,0,,,,,-76.47,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-08-01,2022-03-01,76.29,0,,,,54.81,,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-09-01,2022-03-01,50.61,0,,,,,-25.68,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-10-01,2022-03-01,34.92,0,,,,,-15.69,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-11-01,2022-03-01,33.30,0,,,,,-1.62,uk,false,20
787jk0VnxM8/sv/0TkvO6A==,game 3,269,2022-12-01,2022-03-01,17.49,0,,1,17.49,,-15.81,uk,false,20
7BqUeLmbiug63XrWs2+ZQQ==,game 3,171,2022-07-01,2022-07-01,61.41,1,61.41,,,,,ru,false,15
7BqUeLmbiug63XrWs2+ZQQ==,game 3,171,2022-08-01,2022-07-01,32.94,0,,,,,-28.47,ru,false,15
7BqUeLmbiug63XrWs2+ZQQ==,game 3,171,2022-09-01,2022-07-01,14.01,0,,,,,-18.93,ru,false,15
7BqUeLmbiug63XrWs2+ZQQ==,game 3,171,2022-10-01,2022-07-01,127.08,0,,,,113.07,,ru,false,15
7BqUeLmbiug63XrWs2+ZQQ==,game 3,171,2022-11-01,2022-07-01,22.41,0,,,,,-104.67,ru,false,15
7BqUeLmbiug63XrWs2+ZQQ==,game 3,171,2022-12-01,2022-07-01,27.12,0,,1,27.12,4.71,,ru,false,15
7Em69vKH6zh6HgArCzG0+w==,game 3,15,2022-12-01,2022-12-01,72.18,1,72.18,1,72.18,,,ru,false,17
7EPlnA7OQ9MhMx+od6FA9g==,game 3,293,2022-03-01,2022-03-01,158.67,1,158.67,,,,,ru,false,23
7EPlnA7OQ9MhMx+od6FA9g==,game 3,293,2022-04-01,2022-03-01,114.15,0,,,,,-44.52,ru,false,23
7EPlnA7OQ9MhMx+od6FA9g==,game 3,293,2022-05-01,2022-03-01,51.18,0,,,,,-62.97,ru,false,23
7EPlnA7OQ9MhMx+od6FA9g==,game 3,293,2022-06-01,2022-03-01,12.39,0,,1,12.39,,-38.79,ru,false,23
7EPlnA7OQ9MhMx+od6FA9g==,game 3,293,2022-08-01,2022-03-01,48.18,0,,1,48.18,,,ru,false,23
7EPlnA7OQ9MhMx+od6FA9g==,game 3,293,2022-11-01,2022-03-01,14.43,0,,,,,,ru,false,23
7EPlnA7OQ9MhMx+od6FA9g==,game 3,293,2022-12-01,2022-03-01,41.16,0,,1,41.16,26.73,,ru,false,23
7ew71UmoMb73L41PM/YL/w==,game 3,173,2022-05-01,2022-05-01,32.10,1,32.10,,,,,uk,false,17
7ew71UmoMb73L41PM/YL/w==,game 3,173,2022-06-01,2022-05-01,34.11,0,,,,2.01,,uk,false,17
7ew71UmoMb73L41PM/YL/w==,game 3,173,2022-07-01,2022-05-01,40.23,0,,,,6.12,,uk,false,17
7ew71UmoMb73L41PM/YL/w==,game 3,173,2022-08-01,2022-05-01,40.74,0,,,,0.51,,uk,false,17
7ew71UmoMb73L41PM/YL/w==,game 3,173,2022-09-01,2022-05-01,45.15,0,,,,4.41,,uk,false,17
7ew71UmoMb73L41PM/YL/w==,game 3,173,2022-10-01,2022-05-01,13.74,0,,,,,-31.41,uk,false,17
7ew71UmoMb73L41PM/YL/w==,game 3,173,2022-11-01,2022-05-01,29.76,0,,1,29.76,16.02,,uk,false,17
7GCGwypiXsxGxetp6/KmnA==,game 3,102,2022-08-01,2022-08-01,30.21,1,30.21,,,,,uk,false,31
7GCGwypiXsxGxetp6/KmnA==,game 3,102,2022-09-01,2022-08-01,63.30,0,,1,63.30,33.09,,uk,false,31
7GCGwypiXsxGxetp6/KmnA==,game 3,102,2022-11-01,2022-08-01,45.00,0,,1,45.00,,,uk,false,31
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-03-01,2022-03-01,38.52,1,38.52,,,,,ru,false,32
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-04-01,2022-03-01,58.20,0,,,,19.68,,ru,false,32
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-05-01,2022-03-01,118.95,0,,,,60.75,,ru,false,32
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-06-01,2022-03-01,144.75,0,,,,25.80,,ru,false,32
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-07-01,2022-03-01,89.04,0,,,,,-55.71,ru,false,32
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-08-01,2022-03-01,104.70,0,,,,15.66,,ru,false,32
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-09-01,2022-03-01,90.87,0,,,,,-13.83,ru,false,32
7GE5h/3N3lcro3K9T3aujw==,game 3,214,2022-10-01,2022-03-01,77.64,0,,1,77.64,,-13.23,ru,false,32
7iS0Md8Z5SFpqNAYOVcs4w==,game 3,1,2022-12-01,2022-12-01,68.64,1,68.64,1,68.64,,,uk,false,18
7L4SKPGMd33lnSOq6PWyYg==,game 3,19,2022-12-01,2022-12-01,70.14,1,70.14,1,70.14,,,uk,false,30
7luG+f1d+Ri4AjeMbFR1Xw==,game 3,130,2022-04-01,2022-04-01,16.92,1,16.92,1,16.92,,,uk,false,29
7luG+f1d+Ri4AjeMbFR1Xw==,game 3,130,2022-09-01,2022-04-01,15.06,0,,1,15.06,,,uk,false,29
7RkS5ikrXwWByJobMXv2sA==,game 3,59,2022-10-01,2022-10-01,25.89,1,25.89,,,,,ru,false,21
7RkS5ikrXwWByJobMXv2sA==,game 3,59,2022-11-01,2022-10-01,87.75,0,,,,61.86,,ru,false,21
7RkS5ikrXwWByJobMXv2sA==,game 3,59,2022-12-01,2022-10-01,66.93,0,,1,66.93,,-20.82,ru,false,21
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-03-01,2022-03-01,34.74,1,34.74,,,,,ru,false,22
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-04-01,2022-03-01,105.96,0,,,,71.22,,ru,false,22
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-05-01,2022-03-01,62.61,0,,1,62.61,,-43.35,ru,false,22
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-07-01,2022-03-01,82.32,0,,,,,,ru,false,22
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-08-01,2022-03-01,55.56,0,,,,,-26.76,ru,false,22
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-09-01,2022-03-01,22.71,0,,,,,-32.85,ru,false,22
7SeM1pmnTTTXfhI+x3ldng==,game 3,278,2022-10-01,2022-03-01,37.44,0,,,,14.73,,ru,false,22
